ID, r1 , mr1 , r2 , r3 , built_date ,built_year, Latitude , Longitude ,count_date,veh_vol,ped_vol
213, BAY ST ,, HARBOUR ST ,, 03/14/1932 ,1932 ,43.6421004,-79.377444,6-9-2009,18261,7776
214, ADELAIDE ST E ,, PARLIAMENT ST ,, 06/11/1964 ,1964 ,43.653562,-79.363581,7-29-2010,9398,685
215, LAKE SHORE BLVD W ,, SPADINA AVE , LOWER SPADINA AVE , 09/12/1948 ,1948 ,43.638474,-79.392196,10-6-2012,24526,854
216, LAKE SHORE BLVD W ,, FLEET ST , BATHURST ST , 04/13/1942 ,1942 ,43.636444,-79.399607,5-27-2013,26327,2277
217, EGLINTON AVE E ,, FALMOUTH AVE , GILDER DR , 08/23/1966 ,1966 ,43.735594,-79.253201,3-28-2012,20253,1345
218, LAKE SHORE BLVD W ,, BURLINGTON ST ,, 05/24/1967 ,1967 ,43.6172919,-79.487299,11-25-2015,8502,1159
219, CHAPLIN CRES ,, ROSELAWN AVE ,, 01/01/1967 ,1967 ,43.7056982,-79.423936,6-8-2015,8121,751
220, EGLINTON AVE E ,, FORMAN AVE ,, 08/09/1966 ,1966 ,43.7092057,-79.386196,5-24-2011,14649,872
221, LAKE SHORE BLVD W ,, STADIUM RD ,, 11/17/1948 ,1948 ,43.635866,-79.401893,5-26-2011,21335,717
222, LAKE SHORE BLVD W ,, STRACHAN AVE , REMEMBRANCE DR , 07/04/1961 ,1961 ,43.634499,-79.408721,12-15-2008,34058,314
223, RICHMOND ST E ,, PARLIAMENT ST ,, 06/11/1964 ,1964 ,43.6545488,-79.363998,3-12-2012,14745,1642
224, LAKE SHORE BLVD W ,, JAMESON AVE ,, 01/10/1947 ,1947 ,43.6333865,-79.434586,8-8-2013,22282,348
225, CHURCH ST ,, CHARLES ST E ,, 05/17/1974 ,1974 ,43.6694267,-79.382476,7-28-2011,10905,3660
226, LAKE SHORE BLVD W ,, PARKSIDE DR ,, 03/01/1949 ,1949 ,43.638362,-79.45353,8-13-2013,30083,301
227, QUEENS PARK ,, QUEENS PARK CRES W ,, 12/28/1973 ,1973 ,43.666059447,-79.393177629,5-26-2009,19428,576
228, LAKE SHORE BLVD W ,, ELLIS AVE ,, 04/15/1957 ,1957 ,43.6362217,-79.465271,12-15-2014,34551,83
229, LAKE SHORE BLVD W ,, WINDERMERE AVE , PRIVATE ACCESS , 12/04/1955 ,1955 ,43.635079,-79.468076,11-14-2012,39052,439
230, LAKE SHORE BLVD W ,, PARK LAWN RD , MARINE PARADE DR , 01/31/1958 ,1958 ,43.623005474,-79.481143355,6-11-2016,14829,1990
231, LAKE SHORE BLVD W ,, SUPERIOR AVE ,, 01/31/1958 ,1958 ,43.6149403,-79.488612,11-25-2015,8705,2785
232, LAKE SHORE BLVD W ,, MIMICO AVE , PRIVATE ACCESS , 01/31/1958 ,1958 ,43.613712,-79.489287,11-25-2015,7610,2022
233, LAKE SHORE BLVD W ,, ROYAL YORK RD ,, 01/01/1960 ,1960 ,43.6036287,-79.493109,6-11-2016,7179,400
234, LAKE SHORE BLVD W ,, THIRD ST ,, 01/31/1958 ,1958 ,43.6017233,-79.500725,11-12-2015,7960,1409
235, JANE ST ,, 400 S JANE ST RAMP , JANE ST BLACK CR S RAMP , 06/07/1981 ,1981 ,43.711040775,-79.505969882,6-16-2011,26623,186
236, LAKE SHORE BLVD W ,, TENTH ST ,, 01/31/1958 ,1958 ,43.6000063,-79.508604,2-19-2014,7847,1503
237, LAKE SHORE BLVD W ,, KIPLING AVE , COLONEL SAMUEL SMITH PARK DR , 01/01/1957 ,1957 ,43.5981581,-79.516936,5-14-2016,16881,1076
238, LAKE SHORE BLVD W ,, TWENTY SECOND ST ,, 01/31/1958 ,1958 ,43.5972121,-79.521281,1-29-2014,15944,2967
239, LAKE SHORE BLVD W ,, THIRTIETH ST ,, 01/31/1958 ,1958 ,43.5953296,-79.5296733,2-18-2014,11260,638
240, LAKE SHORE BLVD W ,, LONG BRANCH AVE , PRIVATE ACCESS , 01/31/1958 ,1958 ,43.5943391,-79.533932,4-25-2016,11202,786
241, LAKE SHORE BLVD W ,, THIRTY SEVENTH ST , PRIVATE ACCESS , 01/31/1958 ,1958 ,43.593382,-79.538092,11-12-2015,13675,1763
242, LAKE SHORE BLVD W ,, BROWNS LINE ,, 02/23/1960 ,1960 ,43.592354742,-79.542584717,6-11-2016,12072,987
243, LAKE SHORE BLVD W , 127m EAST OF , BROW DR , PRIVATE ACCESS , 01/31/1958 ,1958 ,43.591686475,-79.543821216,11-12-2015,10946,280
244, PARLIAMENT ST ,, FRONT ST E ,, 11/17/1948 ,1948 ,43.6515514,-79.362731,11-8-2011,14319,1680
245, KING ST E ,, PARLIAMENT ST ,, 11/17/1948 ,1948 ,43.6527207,-79.363216,8-13-2013,10781,2650
246, QUEEN ST E ,, PARLIAMENT ST ,, 08/15/1982 ,1982 ,43.6556093,-79.364434,7-28-2009,10563,4769
247, PARLIAMENT ST ,, SHUTER ST ,, 05/11/1953 ,1953 ,43.6569464,-79.364973,7-29-2009,8907,2584
248, DUNDAS ST E ,, PARLIAMENT ST ,, 04/07/1939 ,1939 ,43.6594438,-79.365987,4-18-2015,11666,6698
249, PARLIAMENT ST ,, GERRARD ST E ,, 11/17/1948 ,1948 ,43.6619557,-79.367007,5-26-2011,13840,4702
250, PARLIAMENT ST ,, CARLTON ST ,, 10/22/1948 ,1948 ,43.6642686,-79.367958,8-25-2010,9877,5163
251, PARLIAMENT ST ,, WELLESLEY ST E ,, 06/09/1950 ,1950 ,43.668161,-79.369537,8-10-2013,12878,4674
252, BLOOR ST E ,, PARLIAMENT ST ,, 03/01/1951 ,1951 ,43.672016,-79.370764,4-18-2016,24892,527
253, SHERBOURNE ST ,, FRONT ST E ,, 11/18/1948 ,1948 ,43.650382,-79.367892,8-5-2009,13597,4256
254, KING ST E ,, SHERBOURNE ST ,, 11/22/1948 ,1948 ,43.6512817,-79.368252,8-10-2010,10293,4473
255, SHERBOURNE ST ,, ADELAIDE ST E ,, 03/21/1962 ,1962 ,43.6521492,-79.368634,7-19-2011,12272,3649
256, SHERBOURNE ST ,, RICHMOND ST E ,, 03/16/1962 ,1962 ,43.6533796,-79.369114,7-11-2012,15564,5520
257, QUEEN ST E ,, SHERBOURNE ST ,, 09/17/1928 ,1928 ,43.6545313,-79.36944,7-12-2012,11522,4268
258, DUNDAS ST E ,, SHERBOURNE ST ,, 12/21/1927 ,1927 ,43.6583038,-79.371,4-13-2015,11697,5541
259, SHERBOURNE ST ,, GERRARD ST E ,, 10/20/1948 ,1948 ,43.661228,-79.372218,11-19-2009,15254,2040
260, SHERBOURNE ST ,, CARLTON ST ,, 07/13/1941 ,1941 ,43.6631965,-79.373038,11-5-2011,11814,3624
261, SHERBOURNE ST ,, WELLESLEY ST E ,, 10/19/1948 ,1948 ,43.6670664,-79.374656,9-4-2012,13302,4262
262, BLOOR ST E ,, SHERBOURNE ST , SHERBOURNE ST N , 09/08/1928 ,1928 ,43.6723174,-79.376838,11-19-2015,18096,11231
263, FRONT ST W ,, SIMCOE ST , LOWER SIMCOE ST , 05/13/1960 ,1960 ,43.6447547,-79.384981,6-16-2015,11290,31351
264, SIMCOE ST ,, WELLINGTON ST W ,, 05/13/1960 ,1960 ,43.6460929,-79.385564,11-26-2009,8381,11428
265, DUNDAS ST W ,, MC CAUL ST ,, 02/12/1952 ,1952 ,43.654313,-79.391437,4-13-2015,10100,11071
266, DUNDAS ST W ,, BEVERLEY ST ,, 09/30/1948 ,1948 ,43.6538104,-79.393832,3-28-2013,11610,4911
267, RICHMOND ST W ,, DUNCAN ST ,, 12/14/1965 ,1965 ,43.6495146,-79.389134,7-11-2012,8831,5417
268, RICHMOND ST W ,, PETER ST ,, 12/14/1965 ,1965 ,43.6484258,-79.393259,8-18-2015,9004,7477
269, RICHMOND ST W ,, JOHN ST ,, 11/26/1963 ,1963 ,43.6491527,-79.390765,3-2-2009,10619,5692
270, ADELAIDE ST W ,, PETER ST ,, 12/11/1963 ,1963 ,43.6473011,-79.392799,8-18-2015,10387,9463
271, BLOOR ST W ,, ST GEORGE ST ,, 07/31/1928 ,1928 ,43.6675098,-79.399815,5-31-2012,13146,11938
272, SPADINA AVE ,, FRONT ST W ,, 12/29/1943 ,1943 ,43.6427079,-79.393895,8-22-2012,22616,7070
273, SPADINA AVE ,, KING ST W ,, 06/14/1928 ,1928 ,43.6454505,-79.395002,1-22-2015,18148,19438
274, SPADINA AVE ,, ADELAIDE ST W ,, 12/06/1941 ,1941 ,43.6467218,-79.395533,8-26-2010,18285,9395
275, SPADINA AVE ,, RICHMOND ST W ,, 12/14/1961 ,1961 ,43.6479018,-79.396023,8-2-2012,18437,13015
276, SPADINA AVE ,, QUEEN ST W ,, 06/15/1927 ,1927 ,43.6487315,-79.396364,9-27-2012,24813,11218
277, SPADINA AVE ,, DUNDAS ST W ,, 09/09/1929 ,1929 ,43.6529371,-79.398015,4-11-2015,11107,26960
278, SPADINA AVE ,, NASSAU ST ,, 05/31/1952 ,1952 ,43.655859,-79.399205,8-22-2012,6586,7440
279, SPADINA AVE ,, COLLEGE ST ,, 06/28/1928 ,1928 ,43.6579399,-79.400059,8-11-2014,17005,13446
280, SPADINA AVE ,, HARBORD ST ,, 03/12/1948 ,1948 ,43.6630646,-79.402104,2-7-2012,17579,7679
281, BLOOR ST W ,, SPADINA AVE , SPADINA RD , 07/23/1928 ,1928 ,43.6666551,-79.403803,8-15-2013,16608,12975
282, BAYVIEW AVE ,, ROSEDALE VALLEY RD ,, 09/27/1961 ,1961 ,43.6702347,-79.360193,10-7-2013,17633,3
283, DUNDAS ST E ,, COXWELL AVE ,, 08/28/1953 ,1953 ,43.6686596,-79.3175222,4-13-2015,11544,1007
284, DUNDAS ST E ,, WOODFIELD RD ,, 05/30/1955 ,1955 ,43.6678271,-79.322316,4-2-2015,8142,834
285, DUNDAS ST E ,, GREENWOOD AVE ,, 06/22/1954 ,1954 ,43.6675767,-79.326601,4-13-2015,11219,1168
286, DUNDAS ST E ,, LESLIE ST ,, 01/02/1956 ,1956 ,43.6667337,-79.331711,4-22-2013,7585,992
287, DUNDAS ST E ,, JONES AVE ,, 08/23/1954 ,1954 ,43.6661633,-79.334282,4-2-2015,12020,1377
288, DUNDAS ST E ,, PAPE AVE ,, 05/30/1955 ,1955 ,43.665391,-79.339234,4-2-2015,10320,1072
289, DUNDAS ST E ,, CARLAW AVE ,, 01/17/1955 ,1955 ,43.6648245,-79.341597,4-13-2015,13161,1241
290, DUNDAS ST E ,, LOGAN AVE ,, 10/26/1955 ,1955 ,43.663931,-79.343869,4-7-2015,9975,821
291, DUNDAS ST E ,, BOULTON AVE ,, 08/26/1958 ,1958 ,43.6631849,-79.348202,4-2-2015,9276,1155
292, BROADVIEW AVE ,, DUNDAS ST E ,, 10/14/1948 ,1948 ,43.6624456,-79.351357,4-13-2015,11422,2259
293, DUNDAS ST E ,, RIVER ST ,, 03/13/1953 ,1953 ,43.6611902,-79.358131,4-13-2015,14073,1407
294, DANFORTH AVE ,, BROADVIEW AVE ,, 07/16/1928 ,1928 ,43.6761964,-79.358828,4-25-2015,20973,10278
295, BLOOR ST E ,, CASTLE FRANK RD , PRIVATE ACCESS , 12/12/1952 ,1952 ,43.6738355,-79.36812,8-8-2013,26607,1144
296, BATHURST ST ,, QUEEN ST W ,, 06/15/1928 ,1928 ,43.6471973,-79.403991,4-11-2015,14741,19595
297, BATHURST ST ,, FRONT ST W ,, 10/27/1950 ,1950 ,43.640732,-79.401378,4-11-2015,13833,2556
298, BATHURST ST ,, RICHMOND ST W ,, 03/10/1961 ,1961 ,43.646453,-79.403717,8-18-2015,11748,3918
299, LAKE SHORE BLVD W ,, FLEET ST , BASTION ST , 02/07/1957 ,1957 ,43.6357092,-79.403524,5-26-2011,20230,132
300, COLLEGE ST ,, BATHURST ST ,, 01/31/1928 ,1928 ,43.656469,-79.407705,4-11-2015,14329,8776
301, EASTERN AVE ,, COXWELL AVE ,, 12/14/1955 ,1955 ,43.6655045,-79.316201,5-9-2016,12217,533
302, EASTERN AVE ,, LESLIE ST ,, 06/29/1950 ,1950 ,43.6615598,-79.329482,6-11-2016,12068,1535
303, BATHURST ST ,, HARBORD ST ,, 03/09/1929 ,1929 ,43.6615152,-79.409748,4-18-2015,15337,3012
304, BATHURST ST ,, BARTON AVE ,, 12/13/1957 ,1957 ,43.6681481,-79.412374,6-10-2014,19364,2617
305, BATHURST ST ,, DUPONT ST ,, 03/06/1939 ,1939 ,43.67314,-79.414344,4-11-2015,20173,1975
306, BATHURST ST ,, NINA ST ,, 05/10/1949 ,1949 ,43.6798123,-79.41699,4-1-2015,17065,840
307, BATHURST ST ,, LONSDALE RD , CLAXTON BLVD , 01/01/1955 ,1955 ,43.687185,-79.419939,4-7-2015,17157,508
308, BATHURST ST ,, BURTON RD , STRATHEARN RD , 04/03/1960 ,1960 ,43.6919174,-79.421873,4-1-2015,19676,345
309, BATHURST ST ,, ROSELAWN AVE , ELM RIDGE DR , 01/01/1967 ,1967 ,43.7052047,-79.426346,10-22-2012,17781,782
310, BATHURST ST ,, BRIAR HILL AVE ,, 01/01/1967 ,1967 ,43.7079008,-79.427022,4-1-2015,20567,572
311, BATHURST ST ,, VIEWMOUNT AVE ,, 06/09/1962 ,1962 ,43.710496,-79.427686,3-31-2015,18617,924
312, BATHURST ST ,, GLENCAIRN AVE ,, 01/10/1956 ,1956 ,43.7123271,-79.428131,4-11-2015,15498,1482
313, BATHURST ST ,, SHELBOURNE AVE ,, 10/22/1962 ,1962 ,43.7159806,-79.428973,3-31-2015,19333,1139
314, BATHURST ST ,, SARANAC BLVD ,, 09/18/1961 ,1961 ,43.7230833,-79.430627,3-31-2015,17368,687
315, BATHURST ST ,, PRINCE CHARLES DR , FAIRLAWN AVE , 01/31/1958 ,1958 ,43.7249548,-79.431053,4-26-2012,17900,396
316, BATHURST ST ,, RANEE AVE ,, 04/08/1970 ,1970 ,43.7269581,-79.431513,4-11-2015,12621,666
317, BATHURST ST ,, NEPTUNE DR ,, 01/31/1958 ,1958 ,43.731534,-79.432603,2-26-2015,18391,991
318, BATHURST ST ,, JOICEY BLVD , MARQUETTE AVE , 01/01/1959 ,1959 ,43.7339965,-79.433194,5-9-2012,20829,1825
319, SHERBOURNE ST ,, SHUTER ST ,, 10/11/1953 ,1953 ,43.6561711,-79.370091,7-21-2009,9862,3786
320, BATHURST ST ,, WILSON AVE ,, 09/14/1956 ,1956 ,43.7373609,-79.434006,3-28-2015,25136,6296
321, BLOOR ST W ,, BATHURST ST ,, 04/07/1928 ,1928 ,43.665132,-79.411205,4-11-2015,15756,20464
322, BLOOR ST W ,, CHRISTIE ST , GRACE ST , 11/14/1955 ,1955 ,43.6634604,-79.418837,5-5-2010,14556,7212
323, BLOOR ST W ,, SHAW ST ,, 12/09/1929 ,1929 ,43.6625011,-79.4232537,5-31-2011,10093,2402
324, BLOOR ST W ,, DOVERCOURT RD ,, 06/28/1928 ,1928 ,43.661163,-79.4294309,5-5-2010,14725,2966
325, DUFFERIN ST ,, BLOOR ST W ,, 09/09/1929 ,1929 ,43.6598765,-79.435333,6-11-2016,20038,12277
326, BLOOR ST W ,, LANSDOWNE AVE ,, 06/29/1928 ,1928 ,43.6583465,-79.442714,5-18-2010,17274,3872
327, DUNDAS ST W ,, BLOOR ST W ,, 03/07/1928 ,1928 ,43.6563079,-79.452406,4-11-2015,19755,5303
328, BLOOR ST W ,, KEELE ST , PARKSIDE DR , 02/08/1928 ,1928 ,43.6546856,-79.459966,5-29-2012,22530,2649
329, BLOOR ST W ,, HIGH PARK AVE , COLBORNE LODGE DR , 07/14/1941 ,1941 ,43.6535154,-79.465232,3-6-2012,18925,1773
330, BLOOR ST W ,, CLENDENAN AVE ,, 12/12/1952 ,1952 ,43.6525024,-79.470007,5-28-2012,11813,1627
331, BLOOR ST W ,, RUNNYMEDE RD ,, 08/31/1929 ,1929 ,43.6511478,-79.476227,5-19-2010,15025,11003
332, BLOOR ST W ,, WINDERMERE AVE ,, 09/14/1952 ,1952 ,43.6502634,-79.4804017,5-18-2011,12678,4470
333, BLOOR ST W ,, JANE ST ,, 09/12/1948 ,1948 ,43.6493312,-79.484452,3-5-2012,17507,2516
334, BLOOR ST W ,, SOUTH KINGSWAY ,, 01/01/1967 ,1967 ,43.648304,-79.485695,7-15-2014,19084,1630
335, BLOOR ST W ,, OLD MILL TRL ,, 01/31/1958 ,1958 ,43.6496427,-79.495413,5-28-2012,14936,467
336, BLOOR ST W ,, THE KINGSWAY , OLD MILL RD , 03/08/1961 ,1961 ,43.6500629,-79.499278,9-19-2012,15105,419
337, BLOOR ST W ,, PRINCE EDWARD DR N , PRINCE EDWARD DR S , 01/31/1958 ,1958 ,43.6486665,-79.505433,5-18-2010,21167,1187
338, BLOOR ST W ,, ROYAL YORK RD ,, 12/12/1958 ,1958 ,43.6473438,-79.511352,10-6-2014,23173,3056
339, BLOOR ST W ,, ISLINGTON AVE ,, 01/01/1958 ,1958 ,43.6446586,-79.523399,5-3-2014,25266,1833
340, BLOOR ST W , 47m EAST OF , JACKSON AVE ,, 01/31/1958 ,1958 ,43.6480289,-79.508356,5-11-2011,13796,722
341, BLOOR ST W ,, OSSINGTON AVE ,, 06/15/1928 ,1928 ,43.6619709,-79.4256122,5-31-2012,15996,4668
342, DANFORTH AVE ,, CHESTER AVE ,, 01/06/1976 ,1976 ,43.6775446,-79.351941,5-12-2015,10312,4132
343, DANFORTH AVE ,, LOGAN AVE ,, 07/14/1928 ,1928 ,43.6779704,-79.349668,5-12-2015,11526,6884
344, DANFORTH AVE ,, CARLAW AVE ,, 02/01/1952 ,1952 ,43.6784175,-79.347315,3-17-2014,10706,3431
345, DANFORTH AVE ,, PAPE AVE ,, 07/13/1928 ,1928 ,43.6789035,-79.344862,5-12-2015,16303,13100
346, DANFORTH AVE ,, JONES AVE ,, 03/19/1945 ,1945 ,43.6798433,-79.340118,5-12-2015,13163,2832
347, DANFORTH AVE ,, DONLANDS AVE ,, 08/19/1953 ,1953 ,43.6804049,-79.33727,5-7-2015,13674,4429
348, DANFORTH AVE ,, GREENWOOD AVE ,, 12/07/1928 ,1928 ,43.6814824,-79.33234,5-7-2015,15446,3536
349, DANFORTH AVE ,, COXWELL AVE ,, 11/07/1928 ,1928 ,43.6833979,-79.323565,5-7-2015,19534,7267
350, DANFORTH AVE ,, GLEBEMOUNT AVE ,, 05/16/1957 ,1957 ,43.6846558,-79.317708,4-22-2014,11852,1152
351, DANFORTH AVE ,, WOODBINE AVE ,, 10/07/1928 ,1928 ,43.6856712,-79.312749,4-25-2015,21642,10131
352, DANFORTH AVE ,, GLEDHILL AVE , PATRICIA DR , 01/27/1953 ,1953 ,43.6866856,-79.308555,5-7-2015,12852,1663
353, MAIN ST ,, DANFORTH AVE ,, 05/07/1928 ,1928 ,43.6881587,-79.301805,5-9-2015,15646,7102
354, DANFORTH AVE ,, DAWES RD ,, 09/12/1948 ,1948 ,43.6893408,-79.296806,1-7-2014,13932,1414
355, DANFORTH AVE ,, VICTORIA PARK AVE ,, 01/31/1958 ,1958 ,43.6912366,-79.288311,5-9-2015,21459,5470
356, DANFORTH AVE ,, PHARMACY AVE ,, 01/11/1956 ,1956 ,43.6923208,-79.283369,3-18-2014,16757,831
357, DANFORTH AVE ,, DANFORTH RD ,, 01/03/1965 ,1965 ,43.6936851,-79.277105,6-6-2016,13682,113
358, DANFORTH AVE ,, WARDEN AVE ,, 01/01/1957 ,1957 ,43.6943678,-79.273638,5-6-2015,16187,488
359, DANFORTH AVE ,, BIRCHMOUNT RD ,, 01/31/1958 ,1958 ,43.6969868,-79.26399,5-9-2015,10152,230
360, CLONMORE DR ,, HOLLIS AVE , WARDEN AVE , 01/31/1958 ,1958 ,43.6928657,-79.273039,11-25-2009,11986,138
361, GERRARD ST E ,, VICTORIA PARK AVE ,, 01/04/1953 ,1953 ,43.6869115,-79.28656,8-28-2013,18821,1343
362, GERRARD ST E ,, MALVERN AVE ,, 04/20/1960 ,1960 ,43.6851543,-79.294787,4-24-2012,11353,300
363, GERRARD ST E ,, MAIN ST ,, 12/20/1948 ,1948 ,43.68397,-79.300173,5-7-2014,16181,1627
364, GERRARD ST E ,, GLENMOUNT PARK RD ,, 07/07/1988 ,1988 ,43.6826695,-79.306033,8-30-2011,9430,262
365, GERRARD ST E ,, WOODBINE AVE ,, 03/01/1948 ,1948 ,43.6808578,-79.31078,10-24-2015,15388,1322
366, GERRARD ST E ,, BOWMORE RD ,, 04/08/1958 ,1958 ,43.6780781,-79.315011,1-4-2010,5543,513
367, COXWELL AVE ,, FAIRFORD AVE , GERRARD ST E , 06/22/1959 ,1959 ,43.6753292,-79.320299,5-9-2016,10215,1892
368, COXWELL AVE ,, GERRARD ST E , EASTWOOD RD , 02/23/1942 ,1942 ,43.6728936,-79.319285,5-9-2016,10418,5069
369, GERRARD ST E ,, GREENWOOD AVE ,, 10/15/1948 ,1948 ,43.6709147,-79.327997,1-20-2010,12563,2050
370, GERRARD ST E ,, JONES AVE ,, 01/30/1952 ,1952 ,43.6692181,-79.335596,1-21-2010,11491,2189
371, GERRARD ST E ,, PAPE AVE ,, 07/09/1929 ,1929 ,43.6681306,-79.340405,3-3-2010,10097,4459
372, GERRARD ST E ,, CARLAW AVE ,, 06/10/1948 ,1948 ,43.6676233,-79.342753,2-2-2010,14765,4059
373, GERRARD ST E ,, LOGAN AVE ,, 05/05/1952 ,1952 ,43.6670975,-79.345175,7-30-2015,9363,2688
374, BROADVIEW AVE ,, GERRARD ST E ,, 08/15/1928 ,1928 ,43.6654793,-79.352604,3-12-2012,10982,5053
375, DANFORTH RD ,, KENNEDY RD ,, 11/02/1964 ,1964 ,43.7147913,-79.260862,6-11-2016,9900,91
376, DANFORTH RD ,, MACK AVE ,, 03/02/1965 ,1965 ,43.7001729,-79.27272,6-8-2015,8898,164
377, DANFORTH RD ,, MIDLAND AVE ,, 03/19/1962 ,1962 ,43.724859,-79.253982,6-11-2016,12456,839
378, DANFORTH RD ,, BRIMLEY RD ,, 09/20/1960 ,1960 ,43.7351797,-79.247409,6-11-2016,15225,560
379, EGLINTON AVE E ,, DANFORTH RD ,, 01/01/1960 ,1960 ,43.7370963,-79.246256,6-11-2016,22844,1340
380, LAWRENCE AVE E ,, MCCOWAN RD ,, 02/11/1960 ,1960 ,43.7555379,-79.245446,5-2-2015,28053,2239
381, DAVENPORT RD ,, BEDFORD RD ,, 10/25/1960 ,1960 ,43.6744621,-79.399843,7-29-2010,17560,1271
382, DAVENPORT RD ,, DUPONT ST ,, 08/19/1929 ,1929 ,43.6757919,-79.402557,6-11-2016,15220,1769
383, DAVENPORT RD ,, KENDAL AVE , WALMER RD , 11/19/1948 ,1948 ,43.6768327,-79.410337,4-30-2012,19157,1078
384, BATHURST ST ,, DAVENPORT RD ,, 08/28/1929 ,1929 ,43.6766969,-79.415765,4-11-2015,20361,657
385, DAVENPORT RD ,, CHRISTIE ST ,, 10/16/1929 ,1929 ,43.6755775,-79.423041,8-3-2011,12464,866
386, DAVENPORT RD ,, OSSINGTON AVE ,, 11/19/1948 ,1948 ,43.6746958,-79.430924,3-14-2016,12077,431
387, DAVENPORT RD ,, OAKWOOD AVE ,, 06/06/1960 ,1960 ,43.6743951,-79.433746,9-22-2011,15267,974
388, DUFFERIN ST ,, DAVENPORT RD ,, 09/23/1943 ,1943 ,43.6729838,-79.440961,6-11-2016,19252,1293
389, DAVENPORT RD ,, LANSDOWNE AVE ,, 10/19/1948 ,1948 ,43.6715588,-79.448265,8-8-2011,13178,1151
390, DAVENPORT RD ,, CALEDONIA PARK RD ,, 09/22/1960 ,1960 ,43.6710835,-79.451069,5-4-2011,13876,159
391, OLD WESTON RD ,, DAVENPORT RD ,, 12/06/1959 ,1959 ,43.6710913,-79.462297,4-23-2015,8478,144
392, ST CLAIR AVE E ,, DANFORTH RD ,, 10/24/1961 ,1961 ,43.7168627,-79.259873,6-11-2016,15394,305
393, WESTON RD ,, TORYORK DR , PRIVATE ACCESS , 12/20/1978 ,1978 ,43.753277,-79.5426913,6-8-2009,14923,695
394, ROGERS RD ,, KEELE ST ,, 01/31/1958 ,1958 ,43.6821633,-79.471576,4-16-2016,16248,3586
395, WESTON RD ,, ROGERS RD , PRIVATE ACCESS , 01/31/1958 ,1958 ,43.681591,-79.476745,11-15-2012,24380,2705
396, AVENUE RD ,, 401 C W AVENUE RD RAMP ,, 10/22/1964 ,1964 ,43.743204452,-79.42415446,11-8-2011,13653,75
397, LAWRENCE AVE E ,, SCARBOROUGH GOLF CLUB RD ,, 06/22/1966 ,1966 ,43.761852,-79.215817,7-30-2008,18423,800
398, LAWRENCE AVE E ,, BURNVIEW CRES , PRIVATE ACCESS , 05/19/1966 ,1966 ,43.7566548,-79.240202,3-7-2011,17430,849
399, LAWRENCE AVE W ,, BENTON RD ,, 02/22/1966 ,1966 ,43.7103002,-79.471898,8-2-2011,19469,938
400, LESLIE ST ,, LAWRENCE AVE E ,, 11/15/1958 ,1958 ,43.734534,-79.355951,5-3-2014,28979,352
401, LAWRENCE AVE E ,, THE DONWAY W ,, 11/15/1958 ,1958 ,43.7364907,-79.346527,2-28-2013,21144,1538
402, LAWRENCE AVE E ,, DON MILLS RD ,, 01/31/1958 ,1958 ,43.7371593,-79.343417,2-17-2009,30555,2471
403, LAWRENCE AVE E ,, THE DONWAY E ,, 08/28/1961 ,1961 ,43.7376884,-79.340967,7-6-2010,22686,1260
404, LAWRENCE AVE E ,, UNDERHILL DR , RAILSIDE RD , 12/11/1963 ,1963 ,43.7407851,-79.324654,10-26-2009,28290,775
405, DANFORTH AVE , 485m EAST OF , BIRCHMOUNT RD , PRIVATE ACCESS , 01/13/1965 ,1965 ,43.699061722,-79.258600473,10-26-2009,8736,140
406, LAWRENCE AVE E ,, CURLEW DR , RAILSIDE RD , 05/07/1962 ,1962 ,43.7411824,-79.319245,11-24-2009,27922,1144
407, LAWRENCE AVE E ,, VICTORIA PARK AVE ,, 08/04/1960 ,1960 ,43.7421116,-79.309773,9-6-2011,36510,3757
408, LAWRENCE AVE E ,, PHARMACY AVE ,, 11/18/1958 ,1958 ,43.74322,-79.304627,10-25-2010,32084,1436
409, LAWRENCE AVE E ,, WARDEN AVE ,, 01/31/1958 ,1958 ,43.7453776,-79.29475,5-6-2015,36985,2352
410, LAWRENCE AVE E ,, BIRCHMOUNT RD ,, 02/03/1969 ,1969 ,43.7475,-79.28482,7-29-2015,30952,1165
411, LAWRENCE AVE E , 144m EAST OF , CANLISH RD , PRIVATE ACCESS , 07/13/1965 ,1965 ,43.748536389,-79.279718846,10-20-2008,18751,861
412, LAWRENCE AVE E ,, KENNEDY RD ,, 01/31/1958 ,1958 ,43.74954,-79.27493,9-30-2013,33852,2846
413, LAWRENCE AVE E ,, MIDLAND AVE ,, 12/11/1961 ,1961 ,43.75157,-79.26503,3-21-2011,28990,2636
414, LAWRENCE AVE E ,, BRIMLEY RD ,, 06/01/1960 ,1960 ,43.75349,-79.255361,9-18-2012,33219,2527
415, LAWRENCE AVE E ,, BARRYMORE RD ,, 08/11/1961 ,1961 ,43.7543,-79.25153,2-2-2012,16451,565
416, LAWRENCE AVE E ,, BELLAMY RD N ,, 03/28/1962 ,1962 ,43.75773,-79.23525,9-21-2010,27182,1329
417, DANFORTH RD ,, BIRCHMOUNT RD ,, 07/16/1969 ,1969 ,43.70704,-79.26811,6-11-2016,12128,953
418, DANFORTH RD ,, WARDEN AVE ,, 01/31/1958 ,1958 ,43.69726,-79.27481,5-6-2015,15485,385
419, LAWRENCE AVE E ,, GREENCEDAR CRCT , GREENBRAE CRCT , 08/13/1964 ,1964 ,43.75817,-79.23306,3-30-2011,18245,884
